Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/10/2016,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,"I have an auto loan with wells fargo dealer services loan # XXXX. Due to my husbands job loss and injury I did fall a few months behind on vehicle payments. The problem is that I have been making payments but Wells Fargo does not appear to be applying my payments correctly. I made a payment of XXXX/XXXX/16 for {$300.00} which they told me was for XXXX 2016, however, they took the payment and my account still shows due for XXXX but yet the total amount due on my account information with them on their website shows {$760.00} which totals the XXXX and XXXX 2016 payments plus late fees. When ever I call about my account, I verbally verify with them what month I am paying and on XXXX XXXX they told me I owed for XXXX 2016 and I made a payment of XXXX XXXX. My concern is that they are not applying my payments correctly and I ca n't seem to verify what month I owe for. Every time I call, I get a different answer and their response from their collections supervisor is it does n't matter what month I owe for and I better make a payment. I am making another payment on XXXX/XXXX/16 but I have a right to honest answers regarding my account and when I login in to my online account for the loan, I should see information that is current but it is deceptive and misleading. In addition, they call and harass my husband who is not even on the loan. I addressed this with them that their employee who calls herself XXXX keeps calling my husband and all they say is yes a XXXX works there but they have not called my husband. However, they have called him several times and have left voicemail messages on my husbands cellular voicemail",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,NJ,074XX,,Consent provided,Web,08/10/2016,Closed with explanation,Yes,No,2055563
02/02/2015,Credit card,,Privacy,,,,Bank of America,OH,45036,,,Web,02/02/2015,Closed with explanation,Yes,No,1219776
09/13/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Community Cash Management Corp.,CA,94085,,,Web,09/15/2013,Closed with explanation,Yes,No,528211
10/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,OR,97526,,,Web,11/14/2013,Closed with explanation,Yes,No,556346
06/17/2015,Debt collection,Credit card,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,Encore Capital Group,FL,33021,"Older American, Servicemember",,Phone,06/19/2015,Closed with non-monetary relief,Yes,No,1424797
08/06/2015,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,Company chooses not to provide a public response,Bank of America,MD,20902,,,Referral,08/12/2015,Closed with monetary relief,Yes,No,1505591
04/09/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MO,63012,,,Web,04/09/2014,Closed with explanation,Yes,Yes,800755
06/10/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",NV,89015,,,Postal mail,06/19/2014,Closed with explanation,Yes,No,887660
03/05/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Alorica Inc.,TX,79424,,,Web,03/05/2015,Closed with explanation,Yes,No,1269188
04/22/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Webster Bank,MA,02301,,,Web,04/22/2014,Closed with explanation,Yes,No,818129
06/11/2016,Credit card,,Closing/Cancelling account,,"I WENT TO USE MY CREDIT CARD AT SEARS AND THEY CUT THEM UP BELITTLING ME,. AFTER OVER 50 YEARS OF GOOD CREDIT THEY CUT EM UP IN FRONT OF ME BECAUSE I DIDNT USE THEM FOR A WHILE, PAID CASH. THAT IS HOW THEY TREAT A OLD VALUABLE CUSTOMER! I WILL NEVER SHOP ANY OF THEIR STORES OR AFFILIATES AGAIN.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,NY,112XX,,Consent provided,Web,06/14/2016,Closed with explanation,Yes,No,1965121
07/12/2013,Debt collection,I do not know,Communication tactics,Threatened to take legal action,,,Commercial Recovery Systems,TX,76886,,,Web,07/12/2013,Closed with explanation,No,Yes,456116
09/04/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,TX,76104,Older American,,Postal mail,10/02/2014,Closed with non-monetary relief,Yes,No,1013810
06/18/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"I have a "" Paid Collections '' account on my credit report that has an original creditor delinquency date of 2007. I contacted Midland Funding LLC. and asked them to provided me with the original delinquency date so they can remove the "" Paid Collections '' from my credit report because it 's been over seven-years since the original creditor reported delinquency. Federal law requires that collection agencies "" Midland Funding '' report the original delinquency date from the original account. Because the original delinquency date does not change, the seven-year time frame does not start over when an account is sold or transferred to another lender or collection agency. I have contacted XXXX XXXX Division Manager of Midland Funding LLC through phone calls and certified mail. They only provided me with the date the account was sold to them. I still have no confirmation from Midland Funding LLC about the original delinquency date and they have not removed my "" Paid Collections '' which is severely effecting my credit report.",,Encore Capital Group,CA,951XX,,Consent provided,Web,06/18/2016,Closed with explanation,Yes,No,1974449
03/16/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,CA,92591,,Consent not provided,Web,03/16/2016,Closed with explanation,Yes,No,1834641
09/21/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Debt Recovery Solutions, LLC",FL,33547,,Consent not provided,Web,09/23/2016,Closed with explanation,Yes,,2124416
05/18/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,HSBC North America Holdings Inc.,VA,22520,,,Postal mail,05/18/2016,Closed with explanation,Yes,Yes,1931795
08/22/2014,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,OK,73099,,,Web,09/29/2014,Closed with non-monetary relief,Yes,No,997238
12/22/2014,Bank account or service,Checking account,Using a debit or ATM card,,,,USAA Savings,PA,17325,,,Web,12/22/2014,Closed with monetary relief,Yes,No,1167415
12/29/2015,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,"Navient Solutions, Inc.",LA,71055,,Consent not provided,Web,12/29/2015,Closed with explanation,Yes,No,1720342
05/09/2012,Credit card,,Customer service / Customer relations,,,,Capital One,CA,94517,,,Referral,05/09/2012,Closed without relief,Yes,No,73936
01/30/2016,Credit card,,Identity theft / Fraud / Embezzlement,,"XXXX XXXX, I opened a BECU checking/saving account for my XXXX-yr-old daughter, and at the same time co-apply for her a XXXX credit card. 
XX/XX/XXXX, I noticed the credit balance reached the limit ( {$500.00} ). I called my daughter and discovered some fraud charges. So I call BECU XXXX department and got credit back within 5 days. BECU cancelled the old cards and sent us XXXX new cards a week later. As soon as those cards activated around XX/XX/XXXX, more fraud charges were posted on the account. My daughter called BECU XXXX to report. They asked her to pay her portion ( {$74.00} ) and put the rest on a claim for investigation. three weeks later, there is no answer. We came to the bank, XXXX/XXXX/XXXX, and was asked to fill-out a fraud claim form. Two weeks later, I called for status, BECU agent asked me to file on-line with her on XXXX/XXXX/XXXX. Two weeks later, I called again XXXX/XXXX/XXXX. And here is the answer from BECU : "" We are still working on your claim. It usually takes about 10 work days. Your claim took too long because during the holiday we have too many fraud cases. BECU does n't know when your claim is going to end. '' 
",,Boeing Employees' Credit Union,WA,980XX,,Consent provided,Web,01/30/2016,Closed with monetary relief,Yes,No,1764680
11/24/2015,Mortgage,Other mortgage,Other,,,,Nationstar Mortgage,ME,04063,,,Postal mail,12/01/2015,Closed with explanation,Yes,Yes,1670085
06/22/2016,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,recieved call on XXXX/XXXX/16 from XXXX XXXX XXXX telling me that the local district attorney office had a warrant for my arrest and would be arrested and sent to jail today for a pay day loan check that is 11 years old.of course no one came and was only a scare tactic. the DA told me they dont take payday loan cases by texas law.,,"Check into Cash, Inc.",TX,758XX,,Consent provided,Web,06/22/2016,Closed with monetary relief,Yes,No,1979493
04/19/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,TX,76262,,,Referral,04/23/2012,Closed with relief,Yes,No,63395
11/30/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",NJ,07002,,,Phone,12/04/2015,Closed with explanation,Yes,No,1675389
09/16/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,Company chooses not to provide a public response,Experian,TX,76710,Servicemember,Consent not provided,Web,09/17/2015,Closed with non-monetary relief,Yes,No,1567800
02/22/2014,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Bank of America,NC,28269,Servicemember,,Postal mail,02/24/2014,Closed with explanation,Yes,No,727613
05/20/2014,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian,FL,33647,,,Web,05/28/2014,Closed with non-monetary relief,Yes,No,860001
05/30/2014,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"MNE Services, Inc",TX,77498,,,Web,05/30/2014,Closed with explanation,Yes,No,874589
08/23/2016,Credit card,,Closing/Cancelling account,,,,State Farm Bank,WI,53221,,,Referral,09/19/2016,Closed with explanation,Yes,No,2077361
08/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,Experian,GA,30022,,Consent not provided,Web,08/20/2015,Closed with explanation,Yes,No,1528864
01/23/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CO,80126,,,Web,01/24/2013,Closed with explanation,Yes,Yes,256277
11/16/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I 'm receiving repeat hang up phone calls from Midland Credit ( XXXX ). I do not have any collections and I 'm concerned that this is a phishing call when I called them back they wanted personal information that I would not give. 

Please help. 
",,Encore Capital Group,WA,984XX,Servicemember,Consent provided,Web,11/16/2015,Closed with explanation,Yes,No,1656334
09/03/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,"On XXXX XXXX attempted a payment for private loans with Navient account # XXXX. My online account showed a fee of {$14.00}. My account was current due to IBR and on-payments. My total amount due according to the system was to be {$530.00} with their Quick Pay system. My card was charged {$14.00} and {$330.00}. The rest of the payment was unprocessed without confirmation. I contacted customer service and Agent # XXXX confirmed that {$14.00} was a for a late fee which was to be applied to interest on my federal loan. My federal loan is on a $ XXXX and the rep said I did not owe this, yet I have been charged. I called again today and logged into their system and the account is showing that {$480.00} is owed. Which is incorrect. The system declared an amount owed for XXXX XXXX loan was {$150.00}, Agent XXXX 's system said {$140.00} was owed and processed that amount. Why is Navient continually showing late fees that are n't on a borrower 's account with an autopay system that just collects this. Even when I have tried to keep my payments current the system is overcharging and so is Navient. This system is designed to keep people in debt! This is outrageous! My student loans combined are more than XXXX of my income. I can barely make ends meet! Also it seems the only way I can get them to do anything right is via phone with payment by credit card and now they are charging {$15.00} to process this way and this is the first time they have disclosed that fee. When they overdrew my account before at no time was there every acknowledgement of any fees charged! Why is my statement showing more than what I owe? Are they arbitrarily adding money to my loans? My balance is $ 107+! Please advise. 
",,"Navient Solutions, Inc.",GA,300XX,,Consent provided,Web,09/03/2015,Closed with monetary relief,Yes,Yes,1551906
05/14/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,HI,96706,Older American,Other,Web,05/18/2016,Closed with explanation,Yes,No,1925611
12/31/2015,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"J R Brothers Financial, Inc.(Closed)",AZ,85308,,Consent not provided,Web,01/06/2016,Closed with explanation,Yes,No,1724023
06/24/2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,NVR Inc,MD,21117,,,Web,06/24/2014,Closed with explanation,Yes,No,908566
12/23/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NY,10705,,,Referral,01/09/2015,Closed with explanation,Yes,No,1168541
05/23/2016,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,IL,62206,,Consent not provided,Web,05/25/2016,Closed with explanation,Yes,No,1936655
02/03/2016,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,Company chooses not to provide a public response,"MLD Mortgage, Inc.",PA,17327,,,Phone,02/05/2016,Closed with explanation,No,No,1771372
10/09/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TX,77901,,,Referral,10/16/2014,Closed with explanation,Yes,No,1064527
08/09/2016,Credit reporting,,Incorrect information on credit report,Personal information,"I have Disputed several accounts that appear on my report, but have not heard anything yet. I also need to dispute some of my personal information that appears on my credit report. My Current address, and Employment are not correct. I am not employed but on Social Security XXXX as monthly income. I would like that included on my credit report to reflect that I do have a monthly income.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,KY,427XX,,Consent provided,Web,08/09/2016,Closed with non-monetary relief,Yes,No,2052959
09/09/2013,Credit card,,Credit determination,,,,Bank of America,IL,60110,,,Postal mail,09/09/2013,Closed with explanation,Yes,Yes,519683
07/20/2012,Credit card,,APR or interest rate,,,,Discover,CA,90210,,,Web,07/23/2012,Closed with monetary relief,Yes,No,120895
05/24/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",FL,33978,,,Postal mail,05/31/2016,Closed with explanation,Yes,No,1939289
08/27/2015,Mortgage,Other mortgage,Settlement process and costs,,"We were trying to get a lower interest rate. The bank should have offered us a refinance loan, instead of a modification loan. Our credit was not bad. It ended up costing us an extra 10 years at the same interest rate of 5.99 % plus {$7000.00} in closing coast. 
",Company chooses not to provide a public response,Santander Bank US,NJ,087XX,Older American,Consent provided,Web,08/27/2015,Closed with explanation,Yes,No,1540951
04/14/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Commonwealth Financial Systems, Inc.",VA,22079,,Consent not provided,Web,04/14/2016,Closed with explanation,Yes,No,1879155
12/13/2013,Debt collection,I do not know,Communication tactics,Called after sent written cease of comm,,,"EOS Holdings, Inc.",OK,74127,,,Web,12/13/2013,Closed with explanation,Yes,No,632981
11/15/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Discover,MO,64106,,,Web,11/15/2014,Closed with non-monetary relief,Yes,No,1118345
10/16/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,City National Bank,CA,90026,,,Web,10/18/2012,Closed with explanation,Yes,Yes,172136
09/24/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,Company chooses not to provide a public response,Experian,CA,94559,,Consent not provided,Web,09/24/2015,Closed with explanation,Yes,No,1579534
03/22/2016,Credit reporting,,Incorrect information on credit report,Public record,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",OH,45806,,Consent not provided,Web,03/22/2016,Closed with explanation,Yes,No,1843448
05/24/2016,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Ally Financial Inc.,TX,76634,,,Referral,05/31/2016,Closed with non-monetary relief,Yes,No,1940223
03/02/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NY,14514,,,Web,03/02/2015,Closed with explanation,Yes,Yes,1262563
08/20/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"I have a XXXX XXXX XXXX account that is past the 7 year statute of limitations to report on my XXXX credit file. Midland credit management, the company which bought the debt, has re-aged the account to increase the time the can try and collect on the debt. Re-aging is not allowed under the FCRA and is a violation of my consumer rights. XXXX closed the account in XXXX and it was XXXX delinquent in XXXX of XXXX. The XXXX delinquency is the only date and standard for the 7 year reportable status. Based on this information, provided by XXXX XXXX XXXX, this debt is no longer reportable on my credit file yet MIdland is trying to report the first major delinquency as XXXX. This would be impossible as the XXXX account was closed in XXXX. A simple internet search will show, while Midland claims otherwise, that Midland has a poor track record of adhering to FCRA guidelines and has been subject to XXXX in fines. Their questionable collection tactics have continually violated consumers rights to maximize their profit. I Have filed complaints with the XXXX, CFPB, and California Attorney Generals 's office, yet Midland asserts that they do not re-age accounts. It only takes XXXX look at my documents provided by XXXX and XXXX to see that this statement is false and Midland has violated my consumer rights. 
",,Encore Capital Group,GA,310XX,,Consent provided,Web,08/21/2015,Closed with non-monetary relief,Yes,No,1527743
09/27/2016,Credit card,,Payoff process,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,IL,60505,,,Referral,09/29/2016,Closed with explanation,Yes,,2133774
02/18/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"Retrieval-Masters Creditors Bureau, Inc.",KY,40258,,,Web,02/18/2015,Closed,Yes,No,1244079
04/17/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,GA,30092,,,Web,04/17/2013,Closed with explanation,Yes,No,384066
06/17/2016,Credit reporting,,Incorrect information on credit report,Account terms,"There are XXXX items on my credit that I should not been held financially accountable for, which had spent hours on the phone sorting out with both companies : 1 ) XXXX : I had XXXX service for less than 3 days. Although I was told that The service would be good at my residence it was not. I was told that I would not be billed for anything and that my {$50.00} deposit would be returned within 30days. I never got my deposit back and now I have a negative report on my credit due to their error and misrepresentation of services. 
2 ) I have a Prior Authorization on file for my XXXX with my insurance company, XXXX. XXXX XXXX XXXX did not submit their claim in time and tried to hold me financially accountable for the bill. During a XXXX call with a representative from XXXX a manager XXXX. The manager XXXX clearly stated that they could not legally hold me financially accountable due to the agreement on the Prior Authorization that they failed to meet.",,Equifax,NM,875XX,,Consent provided,Web,06/20/2016,Closed with explanation,Yes,No,1973871
04/05/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,"I had a car loan out with this company more than a few years ago. I was in an accident and the vehicle was totaled. I had full coverage insurance along with full gap coverage. I am now getting letters saying that I still owe this company money on said vehicle. I have called several times to find out what and why I owe them money. The first few years they where telling me it was unpaid deductable. Which according to the insurance company was not the case. I have recently called trying to get answers to have this resolved and they are now trying to tell me this is for unpaid payments from the time of the total till the claim was paid? I asked them to please show me when and how much the payments where for and to explain why and how much I owe. They are unable to furnish this. All they ca ngive me is a total of what thy say I owe. I want this to be removed. There is no way I can owe them anything. My insurance says it was paid and the gap should have covered the rest! Im at my end with this. Please help. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Ally Financial Inc.,CT,062XX,,Consent provided,Web,04/05/2016,Closed with explanation,Yes,Yes,1864216
07/26/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,Nations Recovery Center,NY,14626,,,Referral,07/28/2016,Closed with non-monetary relief,Yes,No,2030979
10/29/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Citibank,CT,06010,,,Web,10/29/2014,Closed with explanation,Yes,No,1092142
08/13/2014,Debt collection,I do not know,Communication tactics,Threatened to take legal action,,,Citibank,NJ,07647,,,Web,08/13/2014,Closed with explanation,Yes,No,982250
05/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,90277,,,Referral,05/15/2013,Closed with explanation,Yes,Yes,404932
02/04/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,90247,,,Web,02/07/2013,Closed with non-monetary relief,Yes,No,295784
11/19/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Equifax,TX,78572,Older American,,Web,12/23/2013,Closed with explanation,Yes,Yes,604632
10/11/2014,Credit card,,APR or interest rate,,,,Synchrony Financial,FL,34481,Older American,,Web,10/17/2014,Closed with explanation,Yes,Yes,1068291
02/12/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,FL,33060,,,Referral,02/18/2014,Closed with explanation,Yes,No,716716
09/08/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",IL,60649,,,Fax,09/12/2016,Closed with explanation,Yes,,2101567
07/30/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,TX,77038,,Consent not provided,Web,07/30/2016,Closed with non-monetary relief,Yes,No,2037591
11/12/2013,Debt collection,Federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,,,"Delta Management Associates, Inc.",KS,66604,,,Web,11/12/2013,Closed with explanation,Yes,No,594644
05/12/2016,Bank account or service,Checking account,Deposits and withdrawals,,,,"Citizens Financial Group, Inc.",NH,03301,Older American,,Phone,05/16/2016,Closed with explanation,Yes,Yes,1921693
03/09/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,DHI Mortgage,FL,32550,,,Referral,03/23/2012,Closed without relief,No,No,32937
04/24/2014,Credit card,,Delinquent account,,,,Bank of America,TX,76208,,,Fax,04/28/2014,Closed with explanation,Yes,No,824833
06/09/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,30281,Older American,,Referral,06/11/2014,Closed with explanation,Yes,No,886670
07/18/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,ERC,NC,27803,,,Web,07/18/2014,Closed with non-monetary relief,Yes,No,944431
08/15/2016,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,NY,11010,Older American,,Fax,08/17/2016,Closed with monetary relief,Yes,No,2063834
07/30/2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Having problems with customer service,"My social security was offset in XX/XX/XXXX for an outstanding student loan, at a time I was collecting unemployment after a lay-off.from a job. I had just started receiving social security. It was a difficult time, but I kept paying.the offset, even though I never received a letter informing me that I would have a lien in the first place.. 

XX/XX/XXXX, I contacted XXXX XXXX because I was home taking care of my mother after she had a XXXX. Our financial difficulty was so great, that we barely had enough food at the end of the month. XXXX XXXX told me my student loan went to a company called "" Performant Corp. '' I called Performant Corp and started working with a gentleman named XXXX, a likable customer service representative, who told me he would help me bring my student loan current, and take my social security lien off within six weeks of my first payment. I waited for forms to fill out my income verification information, but they did not arrive in the mail. What arrived instead, was a threatening letter demanding the full payment of the loan. I was shocked. I called XXXX and he said the forms he sent out were returned in the mail, and to ignore the threatening letter. 

He sent out new income verification forms and I filled them out and sent them to him. When I called him again, he said he got the forms.. He told me my social security lien would be lifted after I started making payments. 

I also told him I never received the full history of my student loan payments and loan origination I requested from him. I only received notice of the payments from my social security lien. He said he would look into it. I never heard from him again. 

I am complaining about the way Performant Corp handled my student loan restructuring. 
I called today to try and find out why XXXX had not communicated with me. I did not get to talk to him. I was told by a representative who answered the phone that my loan was sent to another agency, XXXX. When I called XXXX, the customer representative was very helpful, but did not know why my loan was transferred to her. She told me I needed to start the entire process over with her, although she said she could use the e-mail to send out forms to me, instead of making me wait for the mail. ( We have to drive to the post office which is miles away ). 

I am complaining about the way Performant Corp handled the restructuring of my student loan. They did not follow through with the things they told me they would do to help me bring my student loan current, and they did not communicate with me about transferring me to another agency. 

The lien on my social security should have been removed by now. It is hard to be home with a parent who needs around-the-clock care. It is hard to buy her the supplements she needs and to gas the car up to get her to her doctors appointments and to her physical therapy, when I can not go out and make an income to help us get out of poverty. The financial hardship I tried to remedy has worsened for me. 

For years, I have tried to get more information about this loan. It is very difficult to get answers in writing. I believe this Stafford Loan was eligible for forgiveness because I worked in Title I schools teaching, tutoring, and counseling learning-delayed students for many years. 

I ca n't get answers, No one will give me the payment history that goes back to XX/XX/XXXX when I made payments before I suffered lay-offs. I ca n't get a copy of the original loan, and it keeps climbing to insurmountable levels. 

I just came out of a two-year period of XXXX. Should n't my loan be credited? Should n't debtors receive information from creditors, if creditors are demanding information from them? It does not seem to work that way.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Performant Financial Corporation,HI,967XX,,Consent provided,Web,08/03/2016,Closed with explanation,Yes,No,2038055
01/23/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Bank of America,WA,98008,,,Web,01/24/2014,Closed with explanation,Yes,No,681784
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,IN,46186,,Consent not provided,Web,11/19/2015,Closed with explanation,Yes,No,1663009
08/27/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,WI,54945,,,Web,08/28/2013,Closed with explanation,Yes,No,505645
09/19/2014,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"Southwest Recovery Services, Inc.",FL,32716,,,Web,09/25/2014,Closed with explanation,Yes,No,1036428
10/14/2015,Bank account or service,Checking account,"Account opening, closing, or management",,"I have been unable to use my account due to fraudlent activity because of identity theft i spoke with the fraud dept awhile ago to get it resolved nothing has yet to be done 
",Company believes it acted appropriately as authorized by contract or law,Navy FCU,MD,212XX,,Consent provided,Web,10/14/2015,Closed with explanation,Yes,No,1605318
10/31/2014,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,First Credit Services Inc.,NY,11203,,,Web,10/31/2014,Closed with explanation,Yes,No,1094991
03/17/2014,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,Bank of America,VA,23294,,,Web,03/17/2014,Closed with explanation,Yes,No,760857
12/28/2015,Credit reporting,,Incorrect information on credit report,Account terms,"Equifax is allowing XXXX XXXX to illegally report a re-aged charged off account on my credit report. I disputed this information with Equifax credit bureau and they informed me that XXXX XXXX verified the date of last activity was accurate. However the date of account opening has been changed based on my credit report and the information provided to me by the original creditor XXXX XXXX XXXX. 
",,Equifax,LA,700XX,,Consent provided,Web,12/28/2015,Closed with explanation,Yes,Yes,1718308
08/22/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",NV,89052,,Consent not provided,Web,08/22/2015,Closed with explanation,Yes,Yes,1531532
06/08/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CT,06256,,,Referral,06/13/2012,Closed with explanation,Yes,Yes,97667
09/25/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,BB&T Financial,NJ,08037,,,Referral,09/26/2012,Closed with explanation,Yes,No,159980
10/07/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,UT,846XX,,,Web,10/07/2016,Closed with explanation,Yes,,2152061
03/18/2016,Credit reporting,,Incorrect information on credit report,Account terms,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",CO,80124,Older American,Consent not provided,Web,03/18/2016,Closed with non-monetary relief,Yes,No,1838814
08/16/2016,Credit card,,Credit determination,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,NY,11219,,Consent not provided,Web,08/16/2016,Closed with explanation,Yes,No,2065629
03/21/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Direct Recovery Services, LLC",MD,21214,Older American,,Phone,03/21/2016,Closed,No,,1842424
11/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,LA,70805,,,Referral,11/20/2013,Closed with explanation,Yes,No,603491
10/23/2012,Credit card,,Payoff process,,,,Synchrony Financial,NJ,07065,,,Referral,10/24/2012,Closed with monetary relief,Yes,No,176172
10/11/2016,Credit card,,Identity theft / Fraud / Embezzlement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,OH,45211,,,Referral,10/31/2016,Closed with explanation,Yes,,2154248
04/19/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,22207,,,Referral,07/10/2012,Closed with explanation,Yes,Yes,38297
